TOA5,,,,
TIMESTAMP(UTC),Ux_6ft3in_Avg,Uy_6ft3in_Avg,Uz_6ft3in_Avg,Ts_6ft3in_Avg
TS,m/s,m/s,m/s,C
,Avg,Avg,Avg,Avg
12-11-10 16:00,-2.804,0.004,0.561,20.04
12-11-10 16:00,-2.378,0.151,0.167,20.12
12-11-10 16:00,-1.764,0.098,0.425,20.53
12-11-10 16:00,-1.673,0.479,0.015,20.64
12-11-10 16:00,-1.745,0.505,0.039,20.05
12-11-10 16:00,-1.658,-0.525,0.358,20.19
12-11-10 16:00,-1.176,0.505,0.523,20.2
12-11-10 16:00,-0.707,-0.283,0.386,20.21
12-11-10 16:00,-0.564,-0.276,0.28,20.32
12-11-10 16:00,-0.72,0.649,0.496,20.57
12-11-10 16:00,-1.017,0.543,0.345,20.37
12-11-10 16:00,-0.907,0.601,0.15,20.73
12-11-10 16:00,-1.65,1.317,0.095,19.73
12-11-10 16:00,-1.862,1.545,0.067,19.7
12-11-10 16:00,-1.339,1.477,-0.028,19.88
12-11-10 16:00,-1.1,1.137,0.262,19.53
12-11-10 16:00,-1.289,0.924,-0.078,20.22
12-11-10 16:00,-1.143,0.929,0.124,19.83
12-11-10 16:00,-1.206,0.989,0.153,19.91
12-11-10 16:00,-1.151,0.741,0.059,19.83
12-11-10 16:00,-1.258,0.765,0,19.95
12-11-10 16:00,-1.062,0.686,0.262,19.91
12-11-10 16:00,-1.098,0.108,0.189,20.82
12-11-10 16:00,-1.078,-0.058,0.004,21
12-11-10 16:00,-0.979,0.277,-0.094,20.76
12-11-10 16:00,-0.99,-0.283,0.156,20.7
12-11-10 16:00,-0.927,-0.312,0.218,21.54
12-11-10 16:00,-0.784,-0.202,0.324,21.81
12-11-10 16:00,-0.66,-0.285,0.636,22.55
12-11-10 16:00,-0.436,0.124,0.422,22.35
12-11-10 16:00,-0.236,-0.102,0.373,21.64
12-11-10 16:00,-0.494,0.074,0.466,22.39
12-11-10 16:00,-0.421,-0.383,0.429,21.55
12-11-10 16:00,-0.636,-0.633,0.578,21.25
12-11-10 16:00,-1.331,-0.826,0.648,19.71
12-11-10 16:00,-1.613,-0.184,0.33,20.98
12-11-10 16:00,-1.697,0.621,0.116,21.91
12-11-10 16:00,-0.725,0.143,0.596,22.39
12-11-10 16:00,-1.415,0.511,0.093,22.03
12-11-10 16:00,-2.614,0.227,-0.154,20.58
12-11-10 16:00,-2.666,0.143,-0.273,20.34
12-11-10 16:00,-2.166,0.878,-0.437,19.58
12-11-10 16:00,-2.149,-0.023,-0.2,20.01
12-11-10 16:00,-2.17,0.35,-0.186,20.34
12-11-10 16:00,-2.575,0.929,-0.203,19.64
12-11-10 16:00,-1.515,0.089,0.016,19.97
12-11-10 16:00,-2.005,0.059,-0.243,19.63
12-11-10 16:00,-2.013,-0.153,-0.057,21.07
12-11-10 16:00,-1.958,0.318,-0.091,20.31
12-11-10 16:00,-1.684,0.409,-0.159,19.56
12-11-10 16:00,-1.555,-0.412,0.386,20.46
12-11-10 16:00,-2.992,-0.424,0.061,20.23
12-11-10 16:00,-3.185,0.848,-0.143,19.57
12-11-10 16:00,-4.173,1.486,-0.204,19.24
12-11-10 16:00,-3.434,0.734,-0.201,19.48
12-11-10 16:00,-2.983,0.326,-0.391,18.76
12-11-10 16:00,-2.688,0.15,-0.179,18.95
12-11-10 16:00,-2.595,1.203,0.059,19.14
12-11-10 16:00,-3.708,1.896,0.155,18.99
12-11-10 16:01,-4.089,2.02,-0.111,18.91
12-11-10 16:01,-4.098,2.152,-0.346,18.59
12-11-10 16:01,-3.872,2.315,-0.21,18.41
12-11-10 16:01,-4.026,2.382,-0.527,18.95
12-11-10 16:01,-3.239,2.395,-0.229,18.78
12-11-10 16:01,-2.539,1.877,0.221,19.23
12-11-10 16:01,-2.556,1.845,0.125,19.38
12-11-10 16:01,-2.985,2.022,-0.125,18.66
12-11-10 16:01,-3.174,1.846,-0.24,18.56
12-11-10 16:01,-2.695,1.957,-0.253,18.39
12-11-10 16:01,-2.392,1.919,-0.568,18.81
12-11-10 16:01,-2.975,1.695,0.164,18.79
12-11-10 16:01,-3.336,1.67,0.01,18.91
12-11-10 16:01,-3.084,1.57,-0.158,18.92
12-11-10 16:01,-3.063,1.494,-0.54,19.04
12-11-10 16:01,-2.736,1.43,-0.237,19.08
12-11-10 16:01,-2.702,1.462,-0.115,19.14
12-11-10 16:01,-2.657,1.467,-0.209,18.96
12-11-10 16:01,-2.401,1.599,-0.236,18.9
12-11-10 16:01,-2.115,1.376,-0.247,18.91
12-11-10 16:01,-2.061,1.149,-0.428,18.98
12-11-10 16:01,-1.612,1.234,-0.375,19.14
12-11-10 16:01,-1.265,1.387,-0.464,18.85
12-11-10 16:01,-0.848,0.965,-0.124,19.12
12-11-10 16:01,-1.035,0.369,-0.099,19.41
12-11-10 16:01,-0.878,0.399,-0.038,19.54
12-11-10 16:01,-1.084,0.765,0.244,19.5
12-11-10 16:01,-0.845,0.489,0.108,19.58
12-11-10 16:01,-0.575,-0.164,0.15,19.72
12-11-10 16:01,-1.016,-0.178,0.595,19.96
12-11-10 16:01,-0.835,-0.243,0.659,20.16
12-11-10 16:01,-2.032,0.724,-0.001,20.13
12-11-10 16:01,-2.221,0.164,-0.24,19.5
12-11-10 16:01,-2.091,0.69,0.124,19.33
12-11-10 16:01,-2.637,1.322,-0.517,19.36
12-11-10 16:01,-2.456,1.2,-0.622,19.54
12-11-10 16:01,-2.261,0.838,-0.64,19.83
12-11-10 16:01,-1.989,1.234,-0.306,19.81
12-11-10 16:01,-2.969,0.908,-0.576,19.66
12-11-10 16:01,-1.771,0.233,0.357,19.98
12-11-10 16:01,-3.194,1.131,0.018,19.69
12-11-10 16:01,-1.812,1.399,0.525,20.75
12-11-10 16:01,-1.568,1.751,0.277,20.49
12-11-10 16:01,-1.903,1.831,0.102,19.05
12-11-10 16:01,-2.008,0.891,0.084,20.15
12-11-10 16:01,-1.64,0.323,-0.015,20.69
12-11-10 16:01,-2.156,1.47,-0.049,18.91
12-11-10 16:01,-2.573,1.545,-0.251,18.45
12-11-10 16:01,-2.326,1.705,-0.23,18.57
12-11-10 16:01,-2.247,1.572,-0.371,18.43
12-11-10 16:01,-1.95,1.459,-0.206,18.56
12-11-10 16:01,-1.766,1.423,-0.357,18.54
12-11-10 16:01,-1.821,1.29,-0.243,18.98
12-11-10 16:01,-1.697,1.145,-0.288,18.61
12-11-10 16:01,-1.754,1.053,-0.163,18.62
12-11-10 16:01,-1.777,0.834,-0.234,18.66
12-11-10 16:01,-1.67,0.812,-0.103,19.11
12-11-10 16:01,-1.512,0.871,-0.274,19.39
12-11-10 16:01,-0.998,0.16,-0.036,19.53
12-11-10 16:01,-0.791,0.399,0.029,20.02
12-11-10 16:02,-1.82,0.482,0.018,19.89
12-11-10 16:02,-1.815,0.974,-0.194,19.43
12-11-10 16:02,-2.078,1.224,0.206,19.66
12-11-10 16:02,-1.499,1.003,0.382,19.92
12-11-10 16:02,-1.565,0.263,0.029,20.18
12-11-10 16:02,-1.776,0.154,-0.135,20.25
12-11-10 16:02,-1.024,0.031,0.429,20.16
12-11-10 16:02,-0.672,0.911,0.036,20.01
12-11-10 16:02,-2.162,1.256,0.177,20.03
12-11-10 16:02,-2.619,1.172,-0.301,18.92
12-11-10 16:02,-2.533,2.012,0.072,19.53
12-11-10 16:02,-2.907,1.792,-0.116,19.57
12-11-10 16:02,-2.808,1.467,0.003,19.63
12-11-10 16:02,-2.895,1.359,0.006,19.85
12-11-10 16:02,-3.252,1.888,0.133,19.34
12-11-10 16:02,-3.286,1.973,-0.023,18.49
12-11-10 16:02,-3.042,2.022,-0.529,18.37
12-11-10 16:02,-2.4,1.77,-0.588,18.57
12-11-10 16:02,-2.262,1.994,-0.098,18.79
12-11-10 16:02,-2.173,2.132,-0.029,19.22
12-11-10 16:02,-1.955,2.141,-0.073,19.52
12-11-10 16:02,-1.989,1.945,-0.366,19.45
12-11-10 16:02,-1.544,1.603,-0.192,19.74
12-11-10 16:02,-1.929,1.459,-0.381,20.21
12-11-10 16:02,-1.526,1.393,0.01,20.35
12-11-10 16:02,-1.465,1.129,0.145,20.29
12-11-10 16:02,-1.381,1.054,-0.13,20.35
12-11-10 16:02,-1.182,1.453,0.15,20.14
12-11-10 16:02,-1.108,1.116,0.517,20.37
12-11-10 16:02,-1.107,1.028,0.555,19.94
12-11-10 16:02,-1.085,1.107,0.624,19.95
12-11-10 16:02,-1.25,0.637,0.244,20.41
12-11-10 16:02,-1.494,-0.378,0.425,21.06
12-11-10 16:02,-0.626,-0.146,0.617,19.79
12-11-10 16:02,-0.678,0.62,0.448,20.21
12-11-10 16:02,-1.001,0.717,0.251,20.72
12-11-10 16:02,-0.995,0.523,0.182,21.09
12-11-10 16:02,-0.764,0.16,0.202,21.12
12-11-10 16:02,-1.008,0.775,0.052,21.08
12-11-10 16:02,-1.297,0.78,-0.008,20.65
12-11-10 16:02,-1.746,1.011,-0.137,19.89
12-11-10 16:02,-2.26,0.63,-0.339,19.38
12-11-10 16:02,-1.278,0.818,0.086,19.74
12-11-10 16:02,-1.68,1.127,-0.259,18.74
12-11-10 16:02,-1.879,0.938,0.109,18.83
12-11-10 16:02,-1.75,0.984,-0.091,18.78
12-11-10 16:02,-1.715,0.622,-0.262,19.08
12-11-10 16:02,-1.781,0.443,-0.279,19.52
12-11-10 16:02,-1.64,-0.05,-0.317,19.6
12-11-10 16:02,-1.515,0.353,0.081,19.81
12-11-10 16:02,-1.599,0.537,0.264,19.62
12-11-10 16:02,-0.714,-0.09,0.104,20.04
12-11-10 16:02,-0.841,0.614,0.154,20.07
12-11-10 16:02,-0.936,1.169,0.39,20.48
12-11-10 16:02,-0.829,1.038,0.363,20.72
12-11-10 16:02,-0.658,1.212,0.159,21.13
12-11-10 16:02,-0.199,1.028,0.195,21.23
12-11-10 16:02,-0.104,0.99,0.344,21.21
12-11-10 16:02,-0.296,1.105,-0.043,20.04
12-11-10 16:02,-0.136,1.096,0.114,19.75
12-11-10 16:03,-0.048,0.845,0.367,20.09
12-11-10 16:03,-0.295,0.711,0.002,19.94
12-11-10 16:03,-0.181,1.295,-0.18,19.28
12-11-10 16:03,-0.306,1.463,0.053,19.33
12-11-10 16:03,-0.237,1.393,-0.018,20.07
12-11-10 16:03,-0.254,1.113,0.438,20.75
12-11-10 16:03,-0.4,1.191,-0.019,20.13
12-11-10 16:03,-0.475,1.262,0.068,20.33
12-11-10 16:03,-0.705,1.143,0.088,20.89
12-11-10 16:03,-0.942,1.465,0.082,21.04
12-11-10 16:03,-1.233,1.217,0.392,21.13
12-11-10 16:03,-1.454,1.675,0.003,19.1
12-11-10 16:03,-1.414,1.688,-0.269,18.8
12-11-10 16:03,-1.382,1.61,-0.203,18.89
12-11-10 16:03,-1.058,1.691,-0.43,19.04
12-11-10 16:03,-0.564,2.046,-0.518,18.94
12-11-10 16:03,-0.525,2.008,-0.413,19.14
12-11-10 16:03,-0.369,2.113,-0.27,19.85
12-11-10 16:03,-0.066,2.521,-0.256,20.15
12-11-10 16:03,0.307,2.358,-0.099,20.24
12-11-10 16:03,-0.19,2.675,-0.218,19.53
12-11-10 16:03,-0.711,2.253,0.23,19.98
12-11-10 16:03,-0.325,1.904,0.4,20.99
12-11-10 16:03,-0.752,1.785,-0.5,19.36
12-11-10 16:03,-1.071,2.031,0.096,19.56
12-11-10 16:03,-0.611,2.508,0.173,20.23
12-11-10 16:03,-0.666,2.967,-0.485,19.32
12-11-10 16:03,-1.017,2.767,-0.34,19.83
12-11-10 16:03,-0.684,2.899,0.204,20.84
12-11-10 16:03,-1.988,2.56,-0.292,20.54
12-11-10 16:03,-2.799,2.133,0.163,20.59
12-11-10 16:03,-2.567,1.917,-0.38,18.83
12-11-10 16:03,-1.72,2.103,-0.044,20.01
12-11-10 16:03,-1.884,1.835,0.166,20.78
12-11-10 16:03,-2.197,2.608,-0.736,18.88
12-11-10 16:03,-2.048,2.687,-0.574,19.1
12-11-10 16:03,-2.49,0.945,-0.275,19.73
12-11-10 16:03,-2.698,0.953,0.387,19.34
12-11-10 16:03,-2.716,1.298,0.387,19.56
12-11-10 16:03,-3.074,2.131,0.307,19.7
12-11-10 16:03,-2.752,1.638,0.509,19.6
12-11-10 16:03,-2.48,1.351,-0.067,19.96
12-11-10 16:03,-2.225,1.424,0.175,20.46
12-11-10 16:03,-1.774,1.124,0.202,20.6
12-11-10 16:03,-1.788,0.615,-0.19,19.7
12-11-10 16:03,-1.943,0.939,-0.177,19.44
12-11-10 16:03,-2.141,1.161,-0.274,19.4
12-11-10 16:03,-1.6,1.243,0.305,20.13
12-11-10 16:03,-1.346,0.314,0.352,21.5
12-11-10 16:03,-2.045,1.225,-0.15,20.27
12-11-10 16:03,-2.223,1.235,-0.144,20.13
12-11-10 16:03,-2.046,1.228,0.045,20.35
12-11-10 16:03,-1.577,1.643,0.238,20.43
12-11-10 16:03,-1.796,2.032,-0.104,18.64
12-11-10 16:03,-1.796,2.059,-0.239,18.74
12-11-10 16:03,-1.931,1.492,-1.017,18.67
12-11-10 16:03,-1.657,1.232,-0.767,18.72
12-11-10 16:03,-1.596,0.706,-0.249,19.32
12-11-10 16:03,-1.86,1.114,-0.017,19.6
12-11-10 16:04,-1.756,1.213,0.07,20.72
12-11-10 16:04,-1.306,0.948,0.195,20.86
12-11-10 16:04,-0.79,1.624,0.079,20.19
12-11-10 16:04,-0.664,1.478,0.359,20.19
12-11-10 16:04,-1.148,1.662,0.092,19.95
12-11-10 16:04,-1.321,1.444,0.109,20.66
12-11-10 16:04,-0.96,1.653,-0.303,19.42
12-11-10 16:04,-1.13,1.496,0.037,20.16
12-11-10 16:04,-1.659,2.46,-0.195,20.31
12-11-10 16:04,-1.435,3.485,0.187,19.98
12-11-10 16:04,-1.204,2.888,0.584,20.28
12-11-10 16:04,-1.507,2.165,0.234,20.53
12-11-10 16:04,-1.603,1.909,0.382,20.78
12-11-10 16:04,-1.707,1.833,-0.088,20.4
12-11-10 16:04,-1.884,1.28,-0.298,18.76
12-11-10 16:04,-2.017,1.127,-0.419,19.29
12-11-10 16:04,-1.778,0.963,0.117,20.2
12-11-10 16:04,-1.271,-0.506,0.506,20.17
12-11-10 16:04,-1.774,0.523,0.559,19.91
12-11-10 16:04,-1.986,0.482,-0.177,19.15
12-11-10 16:04,-1.964,0.99,-0.294,18.75
12-11-10 16:04,-1.957,1.112,0.318,19.23
12-11-10 16:04,-1.707,0.759,-0.068,19.49
12-11-10 16:04,-2.078,1.33,0.186,19.61
12-11-10 16:04,-1.907,1.048,0.531,20.18
12-11-10 16:04,-1.237,1.689,0.377,20.98
12-11-10 16:04,-1.366,1.755,-0.051,18.99
12-11-10 16:04,-0.896,1.58,-0.263,18.54
12-11-10 16:04,-0.933,1.462,-0.6,18.59
12-11-10 16:04,-0.724,1.568,-0.479,18.7
12-11-10 16:04,-0.586,1.695,-0.272,19.13
12-11-10 16:04,-0.366,1.23,-0.1,19.4
12-11-10 16:04,-0.187,1.281,-0.27,19.29
12-11-10 16:04,-0.347,1.444,-0.326,18.89
12-11-10 16:04,-0.433,1.738,-0.187,19.82
12-11-10 16:04,-0.195,1.579,-0.07,20.55
12-11-10 16:04,-0.165,1.943,0.19,20.23
12-11-10 16:04,0.115,1.842,0.309,19.53
12-11-10 16:04,-0.287,1.618,0.023,18.93
12-11-10 16:04,-0.279,1.565,-0.033,18.91
12-11-10 16:04,-0.487,1.528,-0.015,18.91
12-11-10 16:04,-1.033,1.371,-0.021,19.45
12-11-10 16:04,-1.392,1.164,-0.026,20.08
12-11-10 16:04,-1.15,1.145,-0.075,19.68
12-11-10 16:04,-1.095,1.073,-0.333,19.11
12-11-10 16:04,-1.186,1.224,-0.577,19.2
12-11-10 16:04,-1.218,1.12,-0.243,19.72
12-11-10 16:04,-0.414,0.889,0.335,20.55
12-11-10 16:04,-0.483,0.685,0.289,20.35
12-11-10 16:04,-0.594,0.288,0.356,20.6
12-11-10 16:04,-0.628,0.178,0.355,20.7
12-11-10 16:04,-1.053,0.688,0.159,21.02
12-11-10 16:04,-1.183,0.595,0.086,20.98
12-11-10 16:04,-0.98,-0.055,-0.167,20.47
12-11-10 16:04,-0.822,-0.138,-0.067,21.4
12-11-10 16:04,-1.106,0.17,-0.269,20.69
12-11-10 16:04,-1.042,0.91,-0.611,19.46
12-11-10 16:04,-0.91,0.65,-0.553,19.5
12-11-10 16:04,-0.673,0.434,-0.44,19.29
12-11-10 16:04,-0.822,0.244,0.028,20.48
12-11-10 16:05,-0.368,-0.064,-0.121,20.34
12-11-10 16:05,-0.52,0.085,-0.224,20.22
12-11-10 16:05,-1.185,0.064,-0.036,20.04
12-11-10 16:05,-1.439,-0.135,-0.212,20.48
12-11-10 16:05,-1.774,-0.539,0.234,20.66
12-11-10 16:05,-2.097,0.271,-0.088,20.34
12-11-10 16:05,-2.471,0.242,-0.737,19.83
12-11-10 16:05,-2.448,-0.118,-0.249,20.16
12-11-10 16:05,-2.554,-0.237,-0.319,19.18
12-11-10 16:05,-2.061,0.092,-0.052,19.97
12-11-10 16:05,-1.607,0.482,-0.018,20.21
12-11-10 16:05,-2.135,0.106,-0.05,20.41
12-11-10 16:05,-1.591,-0.179,0.614,20.37
12-11-10 16:05,-1.692,0.9,0.119,20.49
12-11-10 16:05,-2.194,0.826,-0.092,20.7
12-11-10 16:05,-1.77,0.351,0.012,20.82
12-11-10 16:05,-1.676,0.2,0.268,20.58
12-11-10 16:05,-1.579,0.438,0.216,20.58
12-11-10 16:05,-2.611,0.844,-0.115,19.56
12-11-10 16:05,-2.05,-0.083,0.207,20.57
12-11-10 16:05,-1.885,0.662,0.515,20.62
12-11-10 16:05,-2.49,0.842,-0.263,19.45
12-11-10 16:05,-2.355,0.677,-0.371,19.62
12-11-10 16:05,-2.254,0.723,-0.083,19.78
12-11-10 16:05,-2.822,0.99,-0.203,19.76
12-11-10 16:05,-2.868,1.173,-0.115,19.29
12-11-10 16:05,-2.396,1.029,-0.399,18.81
12-11-10 16:05,-2.14,1.136,0.093,19.25
12-11-10 16:05,-2.524,1.056,0.181,19.65
12-11-10 16:05,-2.83,0.651,-0.316,19.24
12-11-10 16:05,-2.382,0.596,-0.386,19.16
12-11-10 16:05,-2.512,0.761,-0.162,19.13
12-11-10 16:05,-1.723,0.321,0.262,19.49
12-11-10 16:05,-1.188,0.363,-0.015,19.62
12-11-10 16:05,-2.352,1.09,0.008,19.06
12-11-10 16:05,-2.285,0.653,-0.526,19.47
12-11-10 16:05,-1.348,0.263,0.525,19.92
12-11-10 16:05,-1.901,0.503,0.095,19.88
12-11-10 16:05,-1.816,0.364,0.204,19.8
12-11-10 16:05,-2.653,0.806,-0.382,19.61
12-11-10 16:05,-2.224,0.6,-0.289,19.44
12-11-10 16:05,-1.721,0.07,-0.264,19.79
12-11-10 16:05,-1.67,0.697,0.167,19.99
12-11-10 16:05,-2.06,0.808,-0.1,20.14
12-11-10 16:05,-2.055,0.879,-0.258,20.44
12-11-10 16:05,-1.562,0.991,0.568,20.84
12-11-10 16:05,-1.677,1.477,0.165,20.58
12-11-10 16:05,-2.372,1.683,-0.179,19.58
12-11-10 16:05,-3.522,2.108,-0.45,19
12-11-10 16:05,-3.08,2.159,-0.148,19.02
12-11-10 16:05,-2.625,2.581,-0.43,18.71
12-11-10 16:05,-2.172,2.667,-0.14,19.4
12-11-10 16:05,-1.806,3.077,-0.148,19.04
12-11-10 16:05,-2.029,3.148,-0.476,18.61
12-11-10 16:05,-2.311,3.642,-0.269,18.77
12-11-10 16:05,-2.079,3.396,-0.25,18.63
12-11-10 16:05,-1.57,3.16,-0.058,18.73
12-11-10 16:05,-1.682,2.873,-0.249,18.46
12-11-10 16:05,-1.319,3.011,-0.257,18.63
12-11-10 16:05,-0.557,2.345,0.51,19.28
12-11-10 16:06,-1.554,2.836,-0.139,19.26
12-11-10 16:06,-1.562,2.893,0.044,18.74
12-11-10 16:06,-1.356,2.708,0.042,19.07
12-11-10 16:06,-1.026,2.46,-0.133,18.24
12-11-10 16:06,-0.841,2.874,-0.332,18.26
12-11-10 16:06,-0.541,2.879,-0.087,18.47
12-11-10 16:06,-0.478,2.904,-0.296,18.5
12-11-10 16:06,-0.37,2.665,0.098,18.46
12-11-10 16:06,-0.223,3.067,0.031,18.89
12-11-10 16:06,-0.577,3.081,-0.115,18.65
12-11-10 16:06,-0.446,2.456,0.055,18.94
12-11-10 16:06,-1.055,2.093,-0.408,19.02
12-11-10 16:06,-1.224,2.486,-0.387,18.88
12-11-10 16:06,-0.218,1.564,0.174,18.98
12-11-10 16:06,-0.107,1.804,0.165,18.89
12-11-10 16:06,0.385,1.699,0.24,19.14
12-11-10 16:06,0.076,1.162,0.47,19.61
12-11-10 16:06,0.029,1.191,0.346,19.91
12-11-10 16:06,-0.669,1.384,0.473,20.34
12-11-10 16:06,-1.234,2.242,0.007,19.93
12-11-10 16:06,-1.345,1.879,-0.065,20.09
12-11-10 16:06,-1.479,1.041,0.069,20.7
12-11-10 16:06,-1.133,1.131,-0.046,20.28
12-11-10 16:06,-1.468,1.047,0.421,20.77
12-11-10 16:06,-2.182,1.828,-0.044,19.52
12-11-10 16:06,-2.367,1.951,-0.329,18.36
12-11-10 16:06,-2.062,1.838,-0.483,18.44
12-11-10 16:06,-2.319,1.525,-0.32,18.75
12-11-10 16:06,-1.781,1.835,0.119,19.04
12-11-10 16:06,-2.107,1.59,-0.223,18.75
12-11-10 16:06,-2.279,1.762,-0.169,19.03
12-11-10 16:06,-2.229,2.442,-0.164,18.95
12-11-10 16:06,-1.997,2.593,0.064,19.14
12-11-10 16:06,-2.271,2.713,0.061,19.03
12-11-10 16:06,-2.39,2.358,-0.455,19.15
12-11-10 16:06,-2.599,1.899,-0.375,19.04
12-11-10 16:06,-2.628,1.866,-0.199,18.96
12-11-10 16:06,-2.578,1.871,-0.074,18.76
12-11-10 16:06,-2.155,1.771,-0.051,18.73
12-11-10 16:06,-2.536,1.961,-0.193,18.7
12-11-10 16:06,-2.335,1.757,-0.098,18.54
12-11-10 16:06,-2.121,1.548,-0.072,18.71
12-11-10 16:06,-1.835,1.462,-0.222,18.73
12-11-10 16:06,-1.44,1.904,0.024,18.97
12-11-10 16:06,-1.967,1.49,0.246,19.11
12-11-10 16:06,-2.465,2.544,-0.248,19.06
12-11-10 16:06,-1.664,3.434,-0.355,18.73
12-11-10 16:06,-1.602,2.958,-0.081,18.79
12-11-10 16:06,-1.657,2.551,-0.172,19.25
12-11-10 16:06,-1.67,2.267,-0.038,19.41
12-11-10 16:06,-1.664,1.998,-0.086,19.49
12-11-10 16:06,-1.568,1.852,-0.042,19.2
12-11-10 16:06,-1.837,1.756,-0.132,19.16
12-11-10 16:06,-1.87,2.038,-0.142,19.38
12-11-10 16:06,-2.088,2.273,-0.214,19.55
12-11-10 16:06,-2.466,1.583,-0.24,19.7
12-11-10 16:06,-2.732,0.902,-0.614,19.65
12-11-10 16:06,-2.02,0.107,-0.539,20.11
12-11-10 16:06,-1.796,0.169,-0.211,20.42
12-11-10 16:06,-1.725,0.733,0.433,20.82
12-11-10 16:07,-1.197,-0.008,0.74,21.36
12-11-10 16:07,-1.947,0.535,0.027,20.49
12-11-10 16:07,-2.118,0.692,-0.161,20
12-11-10 16:07,-2.168,0.465,-0.069,19.66
12-11-10 16:07,-2.144,0.383,-0.256,18.92
12-11-10 16:07,-1.913,0.016,-0.266,19.11
12-11-10 16:07,-1.815,-0.244,-0.315,18.78
12-11-10 16:07,-2.172,-0.599,-0.522,18.6
12-11-10 16:07,-2.027,-0.687,-0.926,18.7
12-11-10 16:07,-1.97,-0.357,0.127,19.03
12-11-10 16:07,-2.214,-0.463,0.071,18.77
12-11-10 16:07,-2.189,-0.363,0.154,19.23
12-11-10 16:07,-2.271,-0.367,0.064,19.44
12-11-10 16:07,-2.387,-0.69,-0.263,19.37
12-11-10 16:07,-1.598,-1.062,0.271,20.31
12-11-10 16:07,-1.433,-1.213,0.221,19.98
12-11-10 16:07,-2.134,-1.074,0.499,19.57
12-11-10 16:07,-2.679,-0.46,0.359,19.88
12-11-10 16:07,-2.612,-0.572,0.077,19.49
12-11-10 16:07,-1.945,-0.365,0.148,19.99
12-11-10 16:07,-1.822,-0.447,0.368,20.6
12-11-10 16:07,-2.088,-0.854,0.352,20.08
12-11-10 16:07,-2.246,-1.49,0.249,20.22
12-11-10 16:07,-2.195,-1.685,0.28,20.27
12-11-10 16:07,-1.806,-1.238,0.397,20.47
12-11-10 16:07,-1.574,-0.799,0.417,20.78
12-11-10 16:07,-1.902,-0.731,0.381,20.44
12-11-10 16:07,-1.94,-0.199,0.282,20.61
12-11-10 16:07,-1.886,-0.354,0.229,20.39
12-11-10 16:07,-1.883,-0.628,0.21,19.81
12-11-10 16:07,-1.898,-0.703,0.177,20.02
12-11-10 16:07,-2.04,-0.822,0.12,19.9
12-11-10 16:07,-2.093,-0.814,0.208,19.94
12-11-10 16:07,-2.388,-0.779,0.222,19.78
12-11-10 16:07,-2.529,-1.14,0.06,19.25
12-11-10 16:07,-2.642,-0.794,0.181,19.5
12-11-10 16:07,-2.096,-0.354,0.433,20.09
12-11-10 16:07,-1.288,0.412,0.531,20.51
12-11-10 16:07,-2.438,1.248,0.105,20.53
12-11-10 16:07,-2.362,1.126,0.045,19.83
12-11-10 16:07,-2.4,1.051,-0.31,19.5
12-11-10 16:07,-2.036,0.832,0.052,19.74
12-11-10 16:07,-2.116,1.137,-0.077,18.86
12-11-10 16:07,-2.102,0.914,-0.127,19.06
12-11-10 16:07,-1.933,0.968,-0.256,18.99
12-11-10 16:07,-1.709,0.574,-0.094,19.13
12-11-10 16:07,-1.836,0.592,-0.124,19.42
12-11-10 16:07,-1.512,0.346,-0.219,19.78
12-11-10 16:07,-1.624,0.047,-0.203,20.63
12-11-10 16:07,-1.63,0.263,-0.232,20.24
12-11-10 16:07,-1.937,0.913,0.129,20.36
12-11-10 16:07,-1.725,0.636,0.085,19.84
12-11-10 16:07,-1.548,0.458,-0.231,19.67
12-11-10 16:07,-1.501,0.474,0.049,19.49
12-11-10 16:07,-1.302,0.401,-0.144,19.73
12-11-10 16:07,-0.674,0.149,-0.263,19.82
12-11-10 16:07,-0.264,0.016,0.206,20.06
12-11-10 16:07,-0.899,0.371,0.283,20.21
12-11-10 16:07,-1.061,0.738,0.131,20.08
12-11-10 16:07,-0.83,0.254,0.119,19.87
12-11-10 16:08,-0.955,0.064,0.348,20.55
12-11-10 16:08,-0.914,-0.164,-0.066,20.32
12-11-10 16:08,-0.824,0.105,0.055,20.37
12-11-10 16:08,-0.871,-0.085,0.005,20.45
12-11-10 16:08,-0.844,-0.055,0.016,20.77
12-11-10 16:08,-0.725,0.346,0.042,21.07
12-11-10 16:08,-0.216,0.338,0.544,21.7
12-11-10 16:08,-0.528,0.375,0.369,21.75
12-11-10 16:08,-1.07,0.592,-0.126,21.31
12-11-10 16:08,-0.958,0.53,0.436,21.98
12-11-10 16:08,-1.009,0.795,-0.078,20.49
12-11-10 16:08,-0.555,0.906,0.172,21.04
12-11-10 16:08,-0.55,0.415,0.03,20.9
12-11-10 16:08,-0.285,-0.139,-0.023,21.06
12-11-10 16:08,-0.554,0.058,0.003,20.72
12-11-10 16:08,-0.845,0.281,0.08,20.96
12-11-10 16:08,-0.749,0.246,0.167,21.27
12-11-10 16:08,-0.49,0.737,0.526,21.73
12-11-10 16:08,-0.929,0.824,-0.018,21.1
12-11-10 16:08,-0.847,0.509,0.193,22.15
12-11-10 16:08,-0.76,0.552,0.01,20.57
12-11-10 16:08,-0.578,0.189,0.368,21.97
12-11-10 16:08,-0.515,0.13,0.218,21.75
12-11-10 16:08,-0.731,0.425,0.474,22.07
